Time,Severity of Accident,Number of Accidents,Month,Year
15:00,ΒΑΡΙΑ,6,April,2018
15:00,ΕΛΑΦΡΑ,65,April,2018
15:00,ΝΕΚΡΟΙ,4,May,2018
15:00,ΒΑΡΙΑ,4,May,2018
15:00,ΕΛΑΦΡΑ,77,May,2018
15:00,ΝΕΚΡΟΙ,3,June,2018
15:00,ΒΑΡΙΑ,3,June,2018
15:00,ΕΛΑΦΡΑ,61,June,2018
15:00,ΝΕΚΡΟΙ,4,July,2018
15:00,ΒΑΡΙΑ,6,July,2018
15:00,ΕΛΑΦΡΑ,71,July,2018
15:00,ΝΕΚΡΟΙ,4,August,2018
15:00,ΒΑΡΙΑ,3,August,2018
15:00,ΕΛΑΦΡΑ,61,August,2018
15:00,ΝΕΚΡΟΙ,4,September,2018
15:00,ΒΑΡΙΑ,1,September,2018
15:00,ΕΛΑΦΡΑ,68,September,2018
15:00,ΝΕΚΡΟΙ,3,October,2018
15:00,ΒΑΡΙΑ,3,October,2018
15:00,ΕΛΑΦΡΑ,81,October,2018
15:00,ΝΕΚΡΟΙ,3,November,2018
15:00,ΒΑΡΙΑ,4,November,2018
15:00,ΕΛΑΦΡΑ,67,November,2018
15:00,ΝΕΚΡΟΙ,2,December,2018
15:00,ΒΑΡΙΑ,2,December,2018
15:00,ΕΛΑΦΡΑ,68,December,2018
16:00,ΝΕΚΡΟΙ,2,January,2018
16:00,ΒΑΡΙΑ,3,January,2018
16:00,ΕΛΑΦΡΑ,52,January,2018
16:00,ΝΕΚΡΟΙ,2,February,2018
16:00,ΒΑΡΙΑ,2,February,2018
16:00,ΕΛΑΦΡΑ,35,February,2018
16:00,ΝΕΚΡΟΙ,2,March,2018
16:00,ΒΑΡΙΑ,3,March,2018
16:00,ΕΛΑΦΡΑ,55,March,2018
16:00,ΝΕΚΡΟΙ,6,April,2018
16:00,ΒΑΡΙΑ,2,April,2018
16:00,ΕΛΑΦΡΑ,69,April,2018
16:00,ΝΕΚΡΟΙ,3,May,2018
16:00,ΒΑΡΙΑ,3,May,2018
16:00,ΕΛΑΦΡΑ,57,May,2018
16:00,ΝΕΚΡΟΙ,1,June,2018
16:00,ΒΑΡΙΑ,5,June,2018
16:00,ΕΛΑΦΡΑ,72,June,2018
16:00,ΝΕΚΡΟΙ,4,July,2018
16:00,ΒΑΡΙΑ,4,July,2018
16:00,ΕΛΑΦΡΑ,66,July,2018
16:00,ΝΕΚΡΟΙ,3,August,2018
16:00,ΒΑΡΙΑ,7,August,2018
16:00,ΕΛΑΦΡΑ,58,August,2018
16:00,ΝΕΚΡΟΙ,4,September,2018
16:00,ΒΑΡΙΑ,3,September,2018
16:00,ΕΛΑΦΡΑ,48,September,2018
16:00,ΝΕΚΡΟΙ,5,October,2018
16:00,ΒΑΡΙΑ,2,October,2018
16:00,ΕΛΑΦΡΑ,63,October,2018
16:00,ΝΕΚΡΟΙ,3,November,2018
16:00,ΒΑΡΙΑ,3,November,2018
16:00,ΕΛΑΦΡΑ,54,November,2018
16:00,ΝΕΚΡΟΙ,8,December,2018
16:00,ΒΑΡΙΑ,3,December,2018
16:00,ΕΛΑΦΡΑ,38,December,2018
17:00,ΝΕΚΡΟΙ,3,January,2018
17:00,ΒΑΡΙΑ,3,January,2018
17:00,ΕΛΑΦΡΑ,59,January,2018
17:00,ΝΕΚΡΟΙ,4,February,2018
17:00,ΒΑΡΙΑ,3,February,2018
17:00,ΕΛΑΦΡΑ,39,February,2018
17:00,ΝΕΚΡΟΙ,2,March,2018
17:00,ΒΑΡΙΑ,2,March,2018
17:00,ΕΛΑΦΡΑ,56,March,2018
17:00,ΝΕΚΡΟΙ,0,April,2018
17:00,ΒΑΡΙΑ,6,April,2018
17:00,ΕΛΑΦΡΑ,67,April,2018
17:00,ΝΕΚΡΟΙ,2,May,2018
17:00,ΒΑΡΙΑ,2,May,2018
17:00,ΕΛΑΦΡΑ,56,May,2018
17:00,ΝΕΚΡΟΙ,3,June,2018
17:00,ΒΑΡΙΑ,3,June,2018
17:00,ΕΛΑΦΡΑ,49,June,2018
17:00,ΝΕΚΡΟΙ,1,July,2018
17:00,ΒΑΡΙΑ,0,July,2018
17:00,ΕΛΑΦΡΑ,73,July,2018
17:00,ΝΕΚΡΟΙ,0,August,2018
17:00,ΒΑΡΙΑ,2,August,2018
17:00,ΕΛΑΦΡΑ,66,August,2018
17:00,ΝΕΚΡΟΙ,0,September,2018
17:00,ΒΑΡΙΑ,3,September,2018
17:00,ΕΛΑΦΡΑ,54,September,2018
17:00,ΝΕΚΡΟΙ,0,October,2018
17:00,ΒΑΡΙΑ,3,October,2018
17:00,ΕΛΑΦΡΑ,62,October,2018
17:00,ΝΕΚΡΟΙ,3,November,2018
17:00,ΒΑΡΙΑ,4,November,2018
17:00,ΕΛΑΦΡΑ,79,November,2018
17:00,ΝΕΚΡΟΙ,9,December,2018
17:00,ΒΑΡΙΑ,6,December,2018
17:00,ΕΛΑΦΡΑ,54,December,2018
18:00,ΝΕΚΡΟΙ,0,January,2018
18:00,ΒΑΡΙΑ,0,January,2018
18:00,ΕΛΑΦΡΑ,65,January,2018
18:00,ΝΕΚΡΟΙ,4,February,2018
18:00,ΒΑΡΙΑ,1,February,2018
18:00,ΕΛΑΦΡΑ,46,February,2018
18:00,ΝΕΚΡΟΙ,4,March,2018
18:00,ΒΑΡΙΑ,2,March,2018
18:00,ΕΛΑΦΡΑ,56,March,2018
18:00,ΝΕΚΡΟΙ,1,April,2018
18:00,ΒΑΡΙΑ,2,April,2018
18:00,ΕΛΑΦΡΑ,71,April,2018
18:00,ΝΕΚΡΟΙ,3,May,2018
18:00,ΒΑΡΙΑ,3,May,2018
18:00,ΕΛΑΦΡΑ,49,May,2018
18:00,ΝΕΚΡΟΙ,4,June,2018
18:00,ΒΑΡΙΑ,6,June,2018
18:00,ΕΛΑΦΡΑ,64,June,2018
18:00,ΝΕΚΡΟΙ,4,July,2018
18:00,ΒΑΡΙΑ,8,July,2018
18:00,ΕΛΑΦΡΑ,72,July,2018
18:00,ΝΕΚΡΟΙ,1,August,2018
18:00,ΒΑΡΙΑ,3,August,2018
18:00,ΕΛΑΦΡΑ,70,August,2018
18:00,ΝΕΚΡΟΙ,2,September,2018
18:00,ΒΑΡΙΑ,7,September,2018
18:00,ΕΛΑΦΡΑ,70,September,2018
18:00,ΝΕΚΡΟΙ,1,October,2018
18:00,ΒΑΡΙΑ,4,October,2018
18:00,ΕΛΑΦΡΑ,71,October,2018
18:00,ΝΕΚΡΟΙ,1,November,2018
18:00,ΒΑΡΙΑ,5,November,2018
18:00,ΕΛΑΦΡΑ,95,November,2018
18:00,ΝΕΚΡΟΙ,5,December,2018
18:00,ΒΑΡΙΑ,5,December,2018
18:00,ΕΛΑΦΡΑ,49,December,2018
19:00,ΝΕΚΡΟΙ,4,January,2018
19:00,ΒΑΡΙΑ,5,January,2018
19:00,ΕΛΑΦΡΑ,44,January,2018
19:00,ΝΕΚΡΟΙ,0,February,2018
19:00,ΒΑΡΙΑ,2,February,2018
19:00,ΕΛΑΦΡΑ,38,February,2018
19:00,ΝΕΚΡΟΙ,4,March,2018
19:00,ΒΑΡΙΑ,3,March,2018
19:00,ΕΛΑΦΡΑ,67,March,2018
19:00,ΝΕΚΡΟΙ,3,April,2018
19:00,ΒΑΡΙΑ,1,April,2018
19:00,ΕΛΑΦΡΑ,50,April,2018
19:00,ΝΕΚΡΟΙ,3,May,2018
19:00,ΒΑΡΙΑ,6,May,2018
19:00,ΕΛΑΦΡΑ,54,May,2018
19:00,ΝΕΚΡΟΙ,2,June,2018
19:00,ΒΑΡΙΑ,1,June,2018
19:00,ΕΛΑΦΡΑ,51,June,2018
19:00,ΝΕΚΡΟΙ,2,July,2018
19:00,ΒΑΡΙΑ,2,July,2018
19:00,ΕΛΑΦΡΑ,44,July,2018
19:00,ΝΕΚΡΟΙ,4,August,2018
19:00,ΒΑΡΙΑ,4,August,2018
19:00,ΕΛΑΦΡΑ,46,August,2018
19:00,ΝΕΚΡΟΙ,2,September,2018
19:00,ΒΑΡΙΑ,6,September,2018
19:00,ΕΛΑΦΡΑ,49,September,2018
19:00,ΝΕΚΡΟΙ,4,October,2018
19:00,ΒΑΡΙΑ,2,October,2018
19:00,ΕΛΑΦΡΑ,65,October,2018
19:00,ΝΕΚΡΟΙ,2,November,2018
19:00,ΒΑΡΙΑ,2,November,2018
19:00,ΕΛΑΦΡΑ,65,November,2018
19:00,ΝΕΚΡΟΙ,6,December,2018
19:00,ΒΑΡΙΑ,6,December,2018
19:00,ΕΛΑΦΡΑ,68,December,2018
20:00,ΝΕΚΡΟΙ,0,January,2018
20:00,ΒΑΡΙΑ,0,January,2018
20:00,ΕΛΑΦΡΑ,32,January,2018
20:00,ΝΕΚΡΟΙ,3,February,2018
20:00,ΒΑΡΙΑ,1,February,2018
20:00,ΕΛΑΦΡΑ,52,February,2018
20:00,ΝΕΚΡΟΙ,4,March,2018
20:00,ΒΑΡΙΑ,3,March,2018
20:00,ΕΛΑΦΡΑ,60,March,2018
20:00,ΝΕΚΡΟΙ,3,April,2018
20:00,ΒΑΡΙΑ,4,April,2018
20:00,ΕΛΑΦΡΑ,43,April,2018
20:00,ΝΕΚΡΟΙ,2,May,2018
20:00,ΒΑΡΙΑ,2,May,2018
20:00,ΕΛΑΦΡΑ,53,May,2018
20:00,ΝΕΚΡΟΙ,4,June,2018
20:00,ΒΑΡΙΑ,2,June,2018
20:00,ΕΛΑΦΡΑ,66,June,2018
20:00,ΝΕΚΡΟΙ,2,July,2018
20:00,ΒΑΡΙΑ,5,July,2018
20:00,ΕΛΑΦΡΑ,54,July,2018
20:00,ΝΕΚΡΟΙ,3,August,2018
20:00,ΒΑΡΙΑ,5,August,2018
20:00,ΕΛΑΦΡΑ,41,August,2018
20:00,ΝΕΚΡΟΙ,3,September,2018
20:00,ΒΑΡΙΑ,2,September,2018
20:00,ΕΛΑΦΡΑ,58,September,2018
20:00,ΝΕΚΡΟΙ,2,October,2018
20:00,ΒΑΡΙΑ,3,October,2018
20:00,ΕΛΑΦΡΑ,58,October,2018
20:00,ΝΕΚΡΟΙ,3,November,2018
20:00,ΒΑΡΙΑ,6,November,2018
20:00,ΕΛΑΦΡΑ,49,November,2018
20:00,ΝΕΚΡΟΙ,5,December,2018
20:00,ΒΑΡΙΑ,2,December,2018
20:00,ΕΛΑΦΡΑ,63,December,2018
21:00,ΝΕΚΡΟΙ,4,January,2018
21:00,ΒΑΡΙΑ,2,January,2018
21:00,ΕΛΑΦΡΑ,32,January,2018
21:00,ΝΕΚΡΟΙ,2,February,2018
21:00,ΒΑΡΙΑ,3,February,2018
21:00,ΕΛΑΦΡΑ,29,February,2018
21:00,ΝΕΚΡΟΙ,4,March,2018
21:00,ΒΑΡΙΑ,5,March,2018
21:00,ΕΛΑΦΡΑ,35,March,2018
21:00,ΝΕΚΡΟΙ,1,April,2018
21:00,ΒΑΡΙΑ,2,April,2018
21:00,ΕΛΑΦΡΑ,46,April,2018
21:00,ΝΕΚΡΟΙ,3,May,2018
21:00,ΒΑΡΙΑ,4,May,2018
21:00,ΕΛΑΦΡΑ,43,May,2018
21:00,ΝΕΚΡΟΙ,4,June,2018
21:00,ΒΑΡΙΑ,1,June,2018
21:00,ΕΛΑΦΡΑ,45,June,2018
21:00,ΝΕΚΡΟΙ,1,July,2018
21:00,ΒΑΡΙΑ,0,July,2018
21:00,ΕΛΑΦΡΑ,44,July,2018
21:00,ΝΕΚΡΟΙ,3,August,2018
21:00,ΒΑΡΙΑ,9,August,2018
21:00,ΕΛΑΦΡΑ,63,August,2018
21:00,ΝΕΚΡΟΙ,3,September,2018
21:00,ΒΑΡΙΑ,4,September,2018
21:00,ΕΛΑΦΡΑ,52,September,2018
21:00,ΝΕΚΡΟΙ,2,October,2018
21:00,ΒΑΡΙΑ,3,October,2018
21:00,ΕΛΑΦΡΑ,58,October,2018
21:00,ΝΕΚΡΟΙ,5,November,2018
21:00,ΒΑΡΙΑ,4,November,2018
21:00,ΕΛΑΦΡΑ,77,November,2018
21:00,ΝΕΚΡΟΙ,1,December,2018
21:00,ΒΑΡΙΑ,5,December,2018
21:00,ΕΛΑΦΡΑ,38,December,2018
22:00,ΝΕΚΡΟΙ,1,January,2018
22:00,ΒΑΡΙΑ,3,January,2018
22:00,ΕΛΑΦΡΑ,37,January,2018
22:00,ΝΕΚΡΟΙ,0,February,2018
22:00,ΒΑΡΙΑ,1,February,2018
22:00,ΕΛΑΦΡΑ,28,February,2018
22:00,ΝΕΚΡΟΙ,4,March,2018
22:00,ΒΑΡΙΑ,5,March,2018
22:00,ΕΛΑΦΡΑ,61,March,2018
22:00,ΝΕΚΡΟΙ,2,April,2018
22:00,ΒΑΡΙΑ,3,April,2018
22:00,ΕΛΑΦΡΑ,41,April,2018
22:00,ΝΕΚΡΟΙ,2,May,2018
22:00,ΒΑΡΙΑ,1,May,2018
22:00,ΕΛΑΦΡΑ,46,May,2018
22:00,ΝΕΚΡΟΙ,1,June,2018
22:00,ΒΑΡΙΑ,7,June,2018
22:00,ΕΛΑΦΡΑ,55,June,2018
22:00,ΝΕΚΡΟΙ,3,July,2018
22:00,ΒΑΡΙΑ,4,July,2018
22:00,ΕΛΑΦΡΑ,51,July,2018
22:00,ΝΕΚΡΟΙ,2,August,2018
22:00,ΒΑΡΙΑ,3,August,2018
22:00,ΕΛΑΦΡΑ,53,August,2018
22:00,ΝΕΚΡΟΙ,2,September,2018
22:00,ΒΑΡΙΑ,2,September,2018
22:00,ΕΛΑΦΡΑ,49,September,2018
22:00,ΝΕΚΡΟΙ,3,October,2018
22:00,ΒΑΡΙΑ,1,October,2018
22:00,ΕΛΑΦΡΑ,46,October,2018
22:00,ΝΕΚΡΟΙ,4,November,2018
22:00,ΒΑΡΙΑ,1,November,2018
22:00,ΕΛΑΦΡΑ,46,November,2018
22:00,ΝΕΚΡΟΙ,3,December,2018
22:00,ΒΑΡΙΑ,2,December,2018
22:00,ΕΛΑΦΡΑ,59,December,2018
23:00,ΝΕΚΡΟΙ,1,January,2018
23:00,ΒΑΡΙΑ,2,January,2018
23:00,ΕΛΑΦΡΑ,20,January,2018
23:00,ΝΕΚΡΟΙ,0,February,2018
23:00,ΒΑΡΙΑ,1,February,2018
23:00,ΕΛΑΦΡΑ,19,February,2018
23:00,ΝΕΚΡΟΙ,1,March,2018
23:00,ΒΑΡΙΑ,4,March,2018
23:00,ΕΛΑΦΡΑ,22,March,2018
23:00,ΝΕΚΡΟΙ,3,April,2018
23:00,ΒΑΡΙΑ,0,April,2018
23:00,ΕΛΑΦΡΑ,28,April,2018
23:00,ΝΕΚΡΟΙ,1,May,2018
23:00,ΒΑΡΙΑ,3,May,2018
23:00,ΕΛΑΦΡΑ,44,May,2018
23:00,ΝΕΚΡΟΙ,3,June,2018
23:00,ΒΑΡΙΑ,5,June,2018
23:00,ΕΛΑΦΡΑ,38,June,2018
23:00,ΝΕΚΡΟΙ,6,July,2018
23:00,ΒΑΡΙΑ,2,July,2018
23:00,ΕΛΑΦΡΑ,49,July,2018
23:00,ΝΕΚΡΟΙ,4,August,2018
23:00,ΒΑΡΙΑ,5,August,2018
23:00,ΕΛΑΦΡΑ,47,August,2018
23:00,ΝΕΚΡΟΙ,1,September,2018
23:00,ΒΑΡΙΑ,1,September,2018
23:00,ΕΛΑΦΡΑ,39,September,2018
23:00,ΝΕΚΡΟΙ,4,October,2018
23:00,ΒΑΡΙΑ,4,October,2018
23:00,ΕΛΑΦΡΑ,34,October,2018
23:00,ΝΕΚΡΟΙ,2,November,2018
23:00,ΒΑΡΙΑ,0,November,2018
23:00,ΕΛΑΦΡΑ,38,November,2018
23:00,ΝΕΚΡΟΙ,2,December,2018
23:00,ΒΑΡΙΑ,0,December,2018
23:00,ΕΛΑΦΡΑ,28,December,2018
00:00,ΝΕΚΡΟΙ,0,January,2019
00:00,ΒΑΡΙΑ,0,January,2019
00:00,ΕΛΑΦΡΑ,13,January,2019
00:00,ΝΕΚΡΟΙ,0,February,2019
00:00,ΒΑΡΙΑ,0,February,2019
00:00,ΕΛΑΦΡΑ,20,February,2019
00:00,ΝΕΚΡΟΙ,0,March,2019
00:00,ΒΑΡΙΑ,0,March,2019
00:00,ΕΛΑΦΡΑ,6,March,2019
00:00,ΝΕΚΡΟΙ,1,April,2019
00:00,ΒΑΡΙΑ,3,April,2019
00:00,ΕΛΑΦΡΑ,25,April,2019
00:00,ΝΕΚΡΟΙ,6,May,2019
00:00,ΒΑΡΙΑ,2,May,2019
00:00,ΕΛΑΦΡΑ,25,May,2019
00:00,ΝΕΚΡΟΙ,1,June,2019
00:00,ΒΑΡΙΑ,2,June,2019
00:00,ΕΛΑΦΡΑ,19,June,2019
00:00,ΝΕΚΡΟΙ,3,July,2019
00:00,ΒΑΡΙΑ,1,July,2019
00:00,ΕΛΑΦΡΑ,27,July,2019
00:00,ΝΕΚΡΟΙ,2,August,2019
00:00,ΒΑΡΙΑ,2,August,2019
00:00,ΕΛΑΦΡΑ,27,August,2019
00:00,ΝΕΚΡΟΙ,1,September,2019
00:00,ΒΑΡΙΑ,1,September,2019
00:00,ΕΛΑΦΡΑ,17,September,2019
00:00,ΝΕΚΡΟΙ,1,October,2019
00:00,ΒΑΡΙΑ,3,October,2019
00:00,ΕΛΑΦΡΑ,24,October,2019
00:00,ΝΕΚΡΟΙ,2,November,2019
00:00,ΒΑΡΙΑ,1,November,2019
00:00,ΕΛΑΦΡΑ,16,November,2019
00:00,ΝΕΚΡΟΙ,1,December,2019
00:00,ΒΑΡΙΑ,0,December,2019
00:00,ΕΛΑΦΡΑ,14,December,2019
01:00,ΝΕΚΡΟΙ,3,January,2019
01:00,ΒΑΡΙΑ,0,January,2019
01:00,ΕΛΑΦΡΑ,14,January,2019
01:00,ΝΕΚΡΟΙ,1,February,2019
01:00,ΒΑΡΙΑ,0,February,2019
01:00,ΕΛΑΦΡΑ,15,February,2019
01:00,ΝΕΚΡΟΙ,2,March,2019
01:00,ΒΑΡΙΑ,0,March,2019
01:00,ΕΛΑΦΡΑ,10,March,2019
01:00,ΝΕΚΡΟΙ,1,April,2019
01:00,ΒΑΡΙΑ,0,April,2019
01:00,ΕΛΑΦΡΑ,19,April,2019
01:00,ΝΕΚΡΟΙ,0,May,2019
01:00,ΒΑΡΙΑ,1,May,2019
01:00,ΕΛΑΦΡΑ,17,May,2019
01:00,ΝΕΚΡΟΙ,1,June,2019
01:00,ΒΑΡΙΑ,5,June,2019
01:00,ΕΛΑΦΡΑ,43,June,2019
01:00,ΝΕΚΡΟΙ,1,July,2019
01:00,ΒΑΡΙΑ,1,July,2019
01:00,ΕΛΑΦΡΑ,31,July,2019
01:00,ΝΕΚΡΟΙ,1,August,2019
01:00,ΒΑΡΙΑ,1,August,2019
01:00,ΕΛΑΦΡΑ,19,August,2019
01:00,ΝΕΚΡΟΙ,1,September,2019
01:00,ΒΑΡΙΑ,4,September,2019
01:00,ΕΛΑΦΡΑ,33,September,2019
01:00,ΝΕΚΡΟΙ,0,October,2019
01:00,ΒΑΡΙΑ,0,October,2019
01:00,ΕΛΑΦΡΑ,26,October,2019
01:00,ΝΕΚΡΟΙ,0,November,2019
01:00,ΒΑΡΙΑ,0,November,2019
01:00,ΕΛΑΦΡΑ,19,November,2019
01:00,ΝΕΚΡΟΙ,0,December,2019
01:00,ΒΑΡΙΑ,1,December,2019
01:00,ΕΛΑΦΡΑ,11,December,2019
02:00,ΝΕΚΡΟΙ,4,January,2019
02:00,ΒΑΡΙΑ,0,January,2019
02:00,ΕΛΑΦΡΑ,8,January,2019
02:00,ΝΕΚΡΟΙ,2,February,2019
02:00,ΒΑΡΙΑ,1,February,2019
02:00,ΕΛΑΦΡΑ,9,February,2019
02:00,ΝΕΚΡΟΙ,1,March,2019
02:00,ΒΑΡΙΑ,2,March,2019
02:00,ΕΛΑΦΡΑ,20,March,2019
02:00,ΝΕΚΡΟΙ,2,April,2019
02:00,ΒΑΡΙΑ,3,April,2019
02:00,ΕΛΑΦΡΑ,15,April,2019
02:00,ΝΕΚΡΟΙ,3,May,2019
02:00,ΒΑΡΙΑ,1,May,2019
02:00,ΕΛΑΦΡΑ,16,May,2019
02:00,ΝΕΚΡΟΙ,5,June,2019
02:00,ΒΑΡΙΑ,5,June,2019
02:00,ΕΛΑΦΡΑ,14,June,2019
02:00,ΝΕΚΡΟΙ,3,July,2019
02:00,ΒΑΡΙΑ,2,July,2019
02:00,ΕΛΑΦΡΑ,25,July,2019
02:00,ΝΕΚΡΟΙ,4,August,2019
02:00,ΒΑΡΙΑ,1,August,2019
02:00,ΕΛΑΦΡΑ,19,August,2019
02:00,ΝΕΚΡΟΙ,1,September,2019
02:00,ΒΑΡΙΑ,2,September,2019
02:00,ΕΛΑΦΡΑ,17,September,2019
02:00,ΝΕΚΡΟΙ,3,October,2019
02:00,ΒΑΡΙΑ,1,October,2019
02:00,ΕΛΑΦΡΑ,20,October,2019
02:00,ΝΕΚΡΟΙ,2,November,2019
02:00,ΒΑΡΙΑ,0,November,2019
02:00,ΕΛΑΦΡΑ,10,November,2019
02:00,ΝΕΚΡΟΙ,2,December,2019
02:00,ΒΑΡΙΑ,1,December,2019
02:00,ΕΛΑΦΡΑ,6,December,2019
03:00,ΝΕΚΡΟΙ,0,January,2019
03:00,ΒΑΡΙΑ,2,January,2019
03:00,ΕΛΑΦΡΑ,6,January,2019
03:00,ΝΕΚΡΟΙ,1,February,2019
03:00,ΒΑΡΙΑ,0,February,2019
03:00,ΕΛΑΦΡΑ,12,February,2019
03:00,ΝΕΚΡΟΙ,1,March,2019
03:00,ΒΑΡΙΑ,1,March,2019
03:00,ΕΛΑΦΡΑ,13,March,2019
03:00,ΝΕΚΡΟΙ,1,April,2019
03:00,ΒΑΡΙΑ,2,April,2019
03:00,ΕΛΑΦΡΑ,17,April,2019
03:00,ΝΕΚΡΟΙ,1,May,2019
03:00,ΒΑΡΙΑ,0,May,2019
03:00,ΕΛΑΦΡΑ,7,May,2019
03:00,ΝΕΚΡΟΙ,4,June,2019
03:00,ΒΑΡΙΑ,0,June,2019
03:00,ΕΛΑΦΡΑ,13,June,2019
03:00,ΝΕΚΡΟΙ,1,July,2019
03:00,ΒΑΡΙΑ,0,July,2019
03:00,ΕΛΑΦΡΑ,25,July,2019
03:00,ΝΕΚΡΟΙ,1,August,2019
03:00,ΒΑΡΙΑ,0,August,2019
03:00,ΕΛΑΦΡΑ,19,August,2019
03:00,ΝΕΚΡΟΙ,0,September,2019
03:00,ΒΑΡΙΑ,1,September,2019
03:00,ΕΛΑΦΡΑ,12,September,2019
03:00,ΝΕΚΡΟΙ,4,October,2019
03:00,ΒΑΡΙΑ,1,October,2019
03:00,ΕΛΑΦΡΑ,18,October,2019
03:00,ΝΕΚΡΟΙ,0,November,2019
03:00,ΒΑΡΙΑ,1,November,2019
03:00,ΕΛΑΦΡΑ,13,November,2019
03:00,ΝΕΚΡΟΙ,2,December,2019
03:00,ΒΑΡΙΑ,1,December,2019
03:00,ΕΛΑΦΡΑ,11,December,2019
04:00,ΝΕΚΡΟΙ,0,January,2019
04:00,ΒΑΡΙΑ,1,January,2019
04:00,ΕΛΑΦΡΑ,5,January,2019
04:00,ΝΕΚΡΟΙ,2,February,2019
04:00,ΒΑΡΙΑ,0,February,2019
04:00,ΕΛΑΦΡΑ,17,February,2019
04:00,ΝΕΚΡΟΙ,2,March,2019
04:00,ΒΑΡΙΑ,1,March,2019
04:00,ΕΛΑΦΡΑ,9,March,2019
04:00,ΝΕΚΡΟΙ,1,April,2019
04:00,ΒΑΡΙΑ,0,April,2019
04:00,ΕΛΑΦΡΑ,4,April,2019
04:00,ΝΕΚΡΟΙ,1,May,2019
04:00,ΒΑΡΙΑ,0,May,2019
04:00,ΕΛΑΦΡΑ,11,May,2019
04:00,ΝΕΚΡΟΙ,0,June,2019
04:00,ΒΑΡΙΑ,5,June,2019
04:00,ΕΛΑΦΡΑ,13,June,2019
04:00,ΝΕΚΡΟΙ,0,July,2019
04:00,ΒΑΡΙΑ,1,July,2019
04:00,ΕΛΑΦΡΑ,29,July,2019
04:00,ΝΕΚΡΟΙ,4,August,2019
04:00,ΒΑΡΙΑ,3,August,2019
04:00,ΕΛΑΦΡΑ,14,August,2019
04:00,ΝΕΚΡΟΙ,0,September,2019
04:00,ΒΑΡΙΑ,0,September,2019
04:00,ΕΛΑΦΡΑ,3,September,2019
04:00,ΝΕΚΡΟΙ,1,October,2019
04:00,ΒΑΡΙΑ,2,October,2019
04:00,ΕΛΑΦΡΑ,35,October,2019
04:00,ΝΕΚΡΟΙ,1,November,2019
04:00,ΒΑΡΙΑ,0,November,2019
04:00,ΕΛΑΦΡΑ,16,November,2019
04:00,ΝΕΚΡΟΙ,2,December,2019
04:00,ΒΑΡΙΑ,1,December,2019
04:00,ΕΛΑΦΡΑ,8,December,2019
05:00,ΝΕΚΡΟΙ,0,January,2019
05:00,ΒΑΡΙΑ,2,January,2019
05:00,ΕΛΑΦΡΑ,17,January,2019
05:00,ΝΕΚΡΟΙ,0,February,2019
05:00,ΒΑΡΙΑ,0,February,2019
05:00,ΕΛΑΦΡΑ,6,February,2019
05:00,ΝΕΚΡΟΙ,0,March,2019
05:00,ΒΑΡΙΑ,0,March,2019
05:00,ΕΛΑΦΡΑ,8,March,2019
05:00,ΝΕΚΡΟΙ,2,April,2019
05:00,ΒΑΡΙΑ,1,April,2019
05:00,ΕΛΑΦΡΑ,6,April,2019
05:00,ΝΕΚΡΟΙ,1,May,2019
05:00,ΒΑΡΙΑ,1,May,2019
05:00,ΕΛΑΦΡΑ,13,May,2019
05:00,ΝΕΚΡΟΙ,0,June,2019
05:00,ΒΑΡΙΑ,3,June,2019
05:00,ΕΛΑΦΡΑ,18,June,2019
05:00,ΝΕΚΡΟΙ,5,July,2019
05:00,ΒΑΡΙΑ,4,July,2019
05:00,ΕΛΑΦΡΑ,15,July,2019
05:00,ΝΕΚΡΟΙ,2,August,2019
05:00,ΒΑΡΙΑ,3,August,2019
05:00,ΕΛΑΦΡΑ,17,August,2019
05:00,ΝΕΚΡΟΙ,3,September,2019
05:00,ΒΑΡΙΑ,1,September,2019
05:00,ΕΛΑΦΡΑ,6,September,2019
05:00,ΝΕΚΡΟΙ,0,October,2019
05:00,ΒΑΡΙΑ,2,October,2019
05:00,ΕΛΑΦΡΑ,11,October,2019
05:00,ΝΕΚΡΟΙ,5,November,2019
05:00,ΒΑΡΙΑ,5,November,2019
05:00,ΕΛΑΦΡΑ,10,November,2019
05:00,ΝΕΚΡΟΙ,2,December,2019
05:00,ΒΑΡΙΑ,1,December,2019
05:00,ΕΛΑΦΡΑ,11,December,2019
06:00,ΝΕΚΡΟΙ,2,January,2019
06:00,ΒΑΡΙΑ,3,January,2019
06:00,ΕΛΑΦΡΑ,20,January,2019
06:00,ΝΕΚΡΟΙ,2,February,2019
06:00,ΒΑΡΙΑ,0,February,2019
06:00,ΕΛΑΦΡΑ,13,February,2019
06:00,ΝΕΚΡΟΙ,1,March,2019
06:00,ΒΑΡΙΑ,2,March,2019
06:00,ΕΛΑΦΡΑ,15,March,2019
06:00,ΝΕΚΡΟΙ,2,April,2019
06:00,ΒΑΡΙΑ,2,April,2019
06:00,ΕΛΑΦΡΑ,15,April,2019
06:00,ΝΕΚΡΟΙ,1,May,2019
06:00,ΒΑΡΙΑ,1,May,2019
06:00,ΕΛΑΦΡΑ,18,May,2019
06:00,ΝΕΚΡΟΙ,4,June,2019
06:00,ΒΑΡΙΑ,2,June,2019
06:00,ΕΛΑΦΡΑ,16,June,2019
06:00,ΝΕΚΡΟΙ,6,July,2019
06:00,ΒΑΡΙΑ,5,July,2019
06:00,ΕΛΑΦΡΑ,19,July,2019
